Title,Author,Year,Rating,Raters,Genres
"The One (The Selection, #3)",Kiera Cass,2014,4.17,585231,"Romance,Young Adult,Science Fiction,Fantasy,Fiction,Audiobook,Science Fiction,Womens Fiction,Young Adult,Young Adult"
Midnight's Children (Paperback),Salman Rushdie,1981,3.98,115718,"Fiction,Magical Realism,Classics,Cultural,Historical,Fantasy,Literature,Novels,Literary Fiction,Asian Literature"
"In a Dark, Dark Wood (Paperback)",Ruth Ware,2015,3.72,298855,"Mystery,Thriller,Fiction,Thriller,Suspense,Audiobook,Mystery,Adult,Horror,Adult Fiction"
Emotional Intelligence 2.0 (Hardcover),Travis Bradberry,2003,3.84,78020,"Psychology,Self Help,Nonfiction,Business,Leadership,Self Help,Buisness,Business,Relationships,Productivity"
Our Missing Hearts (Hardcover),Celeste Ng,2022,3.91,30868,"Fiction,Science Fiction,Contemporary,Audiobook,Literary Fiction,Science Fiction,Adult,Adult Fiction,Mystery,Thriller"
Mindset: The New Psychology of Success (Hardcover),Carol S. Dweck,2006,4.08,127179,"Psychology,Nonfiction,Self Help,Business,Self Help,Education,Leadership,Parenting,Productivity,Teaching"
Salt: A World History (Paperback),Mark Kurlansky,2002,3.74,66596,"History,Nonfiction,Food and Drink,Science,History,Historical,History,Audiobook,Food and Drink,History"
"Empire of Storms (Throne of Glass, #5)",Sarah J. Maas,2016,4.57,356481,"Fantasy,Young Adult,Romance,New Adult,Fantasy,Fairies,Fiction,Young Adult,Fantasy,Fantasy"
Deception Point (Mass Market Paperback),Dan Brown,2001,3.74,642127,"Fiction,Thriller,Mystery,Suspense,Thriller,Adventure,Science Fiction,Mystery,Novels,Action"
Tess of the D’Urbervilles (Paperback),Thomas Hardy,1891,3.82,266505,"Classics,Fiction,Romance,Literature,Historical,Literature,Historical,Novels,Classics,European Literature"
"The Young Elites (The Young Elites, #1)",Marie Lu,2014,3.88,128329,"Fantasy,Young Adult,Science Fiction,Romance,Fiction,Young Adult,Fantasy,Science Fiction,Fantasy,Fantasy"
"Gideon the Ninth (The Locked Tomb, #1)",Tamsyn Muir,2019,4.23,87946,"Fantasy,Science Fiction,LGBT,Fiction,Horror,LGBT,Adult,LGBT,Mystery,Audiobook"
"Chain of Gold (The Last Hours, #1)",Cassandra Clare,2020,4.43,81972,"Fantasy,Young Adult,Romance,Historical,Young Adult,Fantasy,Fantasy,Historical,Fiction,LGBT"
A Beautiful Mind (Paperback),Sylvia Nasar,1998,4.13,130012,"Biography,Nonfiction,Psychology,Science,Science,History,Biography Memoir,Health,Media Tie In,Autobiography"
"The Ex Hex (The Ex Hex, #1)",Erin Sterling,2021,3.54,122371,"Romance,Fantasy,Fiction,Fantasy,Contemporary,Paranormal,Adult,Audiobook,Fantasy,Romance"
"Parable of the Sower (Earthseed, #1)",Octavia E. Butler,1993,4.21,125362,"Fiction,Science Fiction,Science Fiction,Fantasy,Apocalyptic,Classics,Speculative Fiction,Science Fiction Fantasy,Audiobook,Novels"
"The American Roommate Experiment (Spanish Love Deception, #2)",Elena  Armas,2022,3.95,52756,"Romance,Contemporary,Romance,Fiction,Adult,Womens Fiction,New Adult,Audiobook,Adult Fiction"
Without Merit (Kindle Edition),Colleen Hoover,2017,3.83,140354,"Romance,Young Adult,Contemporary,Fiction,New Adult,Audiobook,Health,Romance,Family,Mental Health"
"Three Dark Crowns (Three Dark Crowns, #1)",Kendare Blake,2016,3.82,99684,"Fantasy,Young Adult,Young Adult,Fiction,Romance,Fantasy,Fantasy,Audiobook,Young Adult,Science Fiction Fantasy"
Still Alice (Paperback),Lisa Genova,2007,4.31,325058,"Fiction,Contemporary,Psychology,Book Club,Adult Fiction,Adult,Audiobook,Medical,Realistic Fiction,Drama"
"Cress (The Lunar Chronicles, #3)",Marissa Meyer,2014,4.42,334413,"Fantasy,Young Adult,Science Fiction,Romance,Retellings,Science Fiction,Fiction,Fantasy,Audiobook,Adventure"
Can't Hurt Me: Master Your Mind and Defy the Odds (Kindle Edition),David Goggins,2018,4.36,145784,"Nonfiction,Self Help,Biography,Self Help,Psychology,Audiobook,Autobiography,Biography,Leadership,War"
Can't Hurt Me: Master Your Mind and Defy the Odds (Kindle Edition),David Goggins,2018,4.36,145784,"Nonfiction,Self Help,Biography,Self Help,Psychology,Audiobook,Autobiography,Biography,Leadership,War"
The Sandman Vol. 1: Preludes & Nocturnes (Hardcover),Neil Gaiman,1988,4.24,249724,"Sequential Art,Sequential Art,Fantasy,Fiction,Horror,Graphic Novels Comics,Comics,Fantasy,Fantasy,Adult"
From Lukov with Love (Paperback),Mariana Zapata,2018,4.33,158010,"Romance,Contemporary,Contemporary Romance,Sports,Romance,New Adult,Adult,Fiction,Audiobook,Humor"
"Winter (The Lunar Chronicles, #4)",Marissa Meyer,2015,4.43,248016,"Fantasy,Young Adult,Science Fiction,Romance,Retellings,Science Fiction,Fiction,Fantasy,Audiobook,Adventure"
"Where She Went (If I Stay, #2)",Gayle Forman,2011,3.99,283056,"Young Adult,Romance,Contemporary,Fiction,Realistic Fiction,Music,New Adult,Young Adult,Audiobook,Young Adult"
Wall and Piece (Paperback),Banksy,2005,3.85,220143,"Art,Nonfiction,Politics,Art,Art,Art,Design,Art,Reference,Art"
1491: New Revelations of the Americas Before Columbus (Paperback),Charles C. Mann,2005,4.03,80373,"History,Nonfiction,North American Hi...,Anthropology,Science,Historical,History,Audiobook,Literature,History"
Sometimes I Lie (Paperback),Alice Feeney,2017,3.81,148677,"Thriller,Mystery,Fiction,Thriller,Audiobook,Suspense,Thriller,Adult,Mystery,Contemporary"
"Oryx and Crake (MaddAddam, #1)",Margaret Atwood,2003,4.01,249828,"Fiction,Science Fiction,Science Fiction,Apocalyptic,Fantasy,Cultural,Speculative Fiction,Science Fiction Fantasy,Audiobook,Novels"
The Dictionary of Lost Words (Paperback),Pip Williams,2020,4.08,78396,"Historical,Fiction,Historical,Writing,Audiobook,Feminism,Adult,Book Club,Romance,Adult Fiction"
Bury My Heart at Wounded Knee: An Indian History of the American West (Paperback),Dee Brown,1970,4.23,84487,"History,Nonfiction,North American Hi...,Classics,Historical,Politics,Race,War,Westerns,Native Americans"
The Lincoln Highway (Hardcover),Amor Towles,2021,4.25,184562,"Fiction,Historical,Audiobook,Historical,Literary Fiction,Adventure,Book Club,Young Adult,Adult,Adult Fiction"
Every Last Word (Hardcover),Tamara Ireland Stone,2015,4.26,68499,"Young Adult,Contemporary,Health,Romance,Fiction,Mental Health,Realistic Fiction,Young Adult,Poetry,Young Adult"
"The Elite (The Selection, #2)",Kiera Cass,2013,3.97,657728,"Young Adult,Romance,Science Fiction,Fantasy,Fiction,Science Fiction,Audiobook,Young Adult,Womens Fiction,Young Adult"
"The Titan's Curse (Percy Jackson and the Olympians, #3)",Rick Riordan,2007,4.36,893668,"Fantasy,Young Adult,Fantasy,Fiction,Childrens,Adventure,Mythology,Childrens,Fantasy,Fantasy"
Queenie (Hardcover),Candice Carty-Williams,2019,3.87,124559,"Fiction,Contemporary,Audiobook,Adult,Health,Feminism,Race,Literary Fiction,Adult Fiction,Womens Fiction"
Fear and Loathing in Las Vegas (Paperback),Hunter S. Thompson,1971,4.07,328476,"Fiction,Classics,Humor,Writing,Novels,Literature,Literature,Contemporary,Travel,Humor"
Genghis Khan and the Making of the Modern World (Kindle Edition),Jack Weatherford,2004,4.03,66549,"History,Nonfiction,Biography,Cultural,Historical,History,Audiobook,War,Cultural,Biography Memoir"
Giovanni's Room (Paperback),James Baldwin,1956,4.3,105977,"Classics,Fiction,LGBT,LGBT,Romance,Novels,LGBT,Literary Fiction,Literature,Cultural"
Made to Stick: Why Some Ideas Survive and Others Die (Hardcover),Chip Heath,2006,3.97,87565,"Business,Nonfiction,Psychology,Leadership,Language,Self Help,Design,Buisness,Business,Business"
The Man in the High Castle (Paperback),Philip K. Dick,1962,3.61,195630,"Science Fiction,Fiction,Classics,Science Fiction,Science Fiction,Historical,Fantasy,Science Fiction Fantasy,Novels,Speculative Fiction"
The Man in the High Castle (Paperback),Philip K. Dick,1962,3.61,195630,"Science Fiction,Fiction,Classics,Science Fiction,Science Fiction,Historical,Fantasy,Science Fiction Fantasy,Novels,Speculative Fiction"
The Keeper of Lost Things (ebook),Ruth Hogan,2017,3.81,129982,"Fiction,Contemporary,Fantasy,Romance,Audiobook,Magical Realism,Adult,Book Club,Adult Fiction,Womens Fiction"
"Ignite Me (Shatter Me, #3)",Tahereh Mafi,2014,4.45,279003,"Science Fiction,Young Adult,Fantasy,Romance,Science Fiction,Fiction,Fantasy,New Adult,Young Adult,Audiobook"
Think Again: The Power of Knowing What You Don't Know (Hardcover),Adam M. Grant,2021,4.24,65012,"Nonfiction,Psychology,Self Help,Business,Audiobook,Self Help,Leadership,Science,Philosophy,Education"
The Girls (Hardcover),Emma Cline,2016,3.49,191903,"Fiction,Historical,Contemporary,Audiobook,Adult,Historical,Literary Fiction,Young Adult,Adult Fiction,Thriller"
"Hook, Line, and Sinker (Bellinger Sisters, #2)",Tessa Bailey,2022,4.03,176243,"Romance,Contemporary,Romance,Fiction,Adult,Audiobook,Womens Fiction,New Adult,Adult Fiction"
This is Going to Hurt: Secret Diaries of a Junior Doctor (Kindle Edition),Adam Kay,2017,4.41,237566,"Nonfiction,Autobiography,Health,Biography,Medical,Audiobook,Humor,Science,Biography,Biography Memoir"
How to Stop Worrying and Start Living (Paperback),Dale Carnegie,1944,4.15,97659,"Self Help,Nonfiction,Psychology,Self Help,Business,Philosophy,Audiobook,Leadership,Inspirational,Health"
Final Girls (Hardcover),Riley Sager,2017,3.84,137864,"Thriller,Mystery,Horror,Fiction,Thriller,Adult,Audiobook,Suspense,Mystery,Contemporary"
Convenience Store Woman (Paperback),Sayaka Murata,2016,3.71,182986,"Fiction,Contemporary,Cultural,Asian Literature,Literary Fiction,Audiobook,Adult,Cultural,Adult Fiction,Literature"
"Fall of Giants (The Century Trilogy, #1)",Ken Follett,2010,4.3,303779,"Historical,Fiction,Historical,War,Audiobook,Novels,Adult,War,Cultural,Epic"
The Good Girl (Hardcover),Mary Kubica,2014,3.82,222656,"Mystery,Fiction,Thriller,Thriller,Suspense,Audiobook,Mystery,Adult,Contemporary,Thriller"
The Art of Happiness (Hardcover),Dalai Lama XIV,1998,4.16,109380,"Nonfiction,Philosophy,Spirituality,Self Help,Religion,Psychology,Religion,Self Help,Inspirational,Biography"
The Water Dancer (Hardcover),Ta-Nehisi Coates,2019,4.07,100123,"Fiction,Historical,Fantasy,Magical Realism,Audiobook,Historical,Race,Adult,Cultural,Novels"
The Kitchen House (Paperback),Kathleen Grissom,2010,4.2,255735,"Historical,Fiction,Historical,Book Club,Audiobook,Adult,Adult Fiction,American,Novels,Cultural"
Luckiest Girl Alive (Hardcover),Jessica Knoll,2015,3.53,188849,"Fiction,Mystery,Thriller,Thriller,Audiobook,Contemporary,Adult,Suspense,Adult Fiction,Womens Fiction"
Home Before Dark (Hardcover),Riley Sager,2020,4.09,134053,"Horror,Thriller,Mystery,Thriller,Fiction,Audiobook,Adult,Fantasy,Suspense,Paranormal"
"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Rick Riordan,2006,4.24,985170,"Fantasy,Young Adult,Fantasy,Fiction,Childrens,Adventure,Mythology,Childrens,Fantasy,Audiobook"
Wrong Place Wrong Time (Hardcover),Gillian McAllister,2022,4.12,61655,"Thriller,Mystery,Fiction,Thriller,Audiobook,Science Fiction,Suspense,Science Fiction,Mystery,Adult"
The Very Hungry Caterpillar (Board book),Eric Carle,1969,4.31,467470,"Childrens,Childrens,Fiction,Classics,Animals,Food and Drink,Number,Childrens,Kids,Science"
The Book of Lost Names (Hardcover),Kristin Harmel,2020,4.4,127986,"Historical,Fiction,War,Historical,Audiobook,Romance,War,World War II,Adult,Writing"
"Fable (Fable, #1)",Adrienne Young,2020,4.07,66148,"Fantasy,Young Adult,Romance,Adventure,Young Adult,Fiction,Adventure,Audiobook,Fantasy,Romance"
"I Am Number Four (Lorien Legacies, #1)",Pittacus Lore,2010,3.94,332804,"Young Adult,Fantasy,Science Fiction,Fiction,Science Fiction,Romance,Fantasy,Adventure,Young Adult,Action"
In the Dream House (Hardcover),Carmen Maria Machado,2019,4.47,80985,"Nonfiction,Autobiography,LGBT,LGBT,Audiobook,Biography,Feminism,Adult,Horror,Biography Memoir"
The Hard Thing About Hard Things: Building a Business When There Are No Easy Answers (Hardcover),Ben Horowitz,2014,4.23,80891,"Business,Nonfiction,Business,Business,Leadership,Self Help,Buisness,Biography,Self Help,Science"
The Woman in White (Paperback),Wilkie Collins,1859,4.0,145661,"Classics,Mystery,Fiction,Gothic,Horror,Literature,Historical,Historical,Literature,Thriller"
The Audacity of Hope: Thoughts on Reclaiming the American Dream (Hardcover),Barack Obama,2006,3.81,159235,"Nonfiction,Politics,Biography,Autobiography,Audiobook,Biography,History,Biography Memoir,Politics,Philosophy"
"The Butterfly Garden  (The Collector, #1)",Dot Hutchison,2016,4.07,155889,"Thriller,Horror,Mystery,Fiction,Thriller,Mystery,Suspense,Adult,Dark,Audiobook"
"King's Cage (Red Queen, #3)",Victoria Aveyard,2017,3.94,204515,"Fantasy,Young Adult,Science Fiction,Romance,Fiction,Young Adult,Audiobook,Science Fiction,Fantasy,Fantasy"
"Wolf Hall (Thomas Cromwell, #1)",Hilary Mantel,2009,3.89,195136,"Historical,Fiction,Historical,European Literature,Audiobook,Literary Fiction,Novels,Literature,Unfinished,English History"
"Neon Gods (Dark Olympus, #1)",Katee Robert,2021,3.74,125665,"Romance,Fantasy,Fantasy,Retellings,Adult,Fiction,Mythology,Romance,Audiobook,Contemporary"
How to Be an Antiracist (Hardcover),Ibram X. Kendi,2019,4.38,105082,"Nonfiction,Race,Social Movements,Race,Politics,Audiobook,History,Autobiography,Sociology,Cultural"
Uncle Tom's Cabin (Paperback),Harriet Beecher Stowe,1852,3.9,215665,"Classics,Fiction,Historical,Literature,Historical,Literature,Novels,Classics,Literature,Academic"
Better Than the Movies (Hardcover),Lynn Painter,2021,4.27,73070,"Romance,Young Adult,Contemporary,Fiction,Romance,Young Adult,Audiobook,Young Adult,Young Adult,Womens Fiction"
Number the Stars (Mass Market Paperback),Lois Lowry,1989,4.17,522095,"Historical,Young Adult,Fiction,Classics,Childrens,Historical,Childrens,World War II,Academic,War"
"Adulthood Is a Myth (Sarah's Scribbles, #1)",Sarah Andersen,2016,4.12,120837,"Sequential Art,Sequential Art,Humor,Nonfiction,Graphic Novels Comics,Adult,Humor,Contemporary,Comics,Art"
A Midsummer Night's Dream (Paperback),William Shakespeare,1595,3.95,502872,"Classics,Plays,Fiction,Fantasy,Drama,Academic,Romance,Plays,Poetry,Literature"
The Last Mrs. Parrish (Paperback),Liv Constantine,2017,3.97,241181,"Thriller,Fiction,Mystery,Thriller,Audiobook,Suspense,Thriller,Adult,Contemporary,Adult Fiction"
Killers of the Flower Moon: The Osage Murders and the Birth of the FBI (ebook),David Grann,2017,4.1,181595,"Nonfiction,History,Crime,Mystery,Audiobook,Mystery,Historical,North American Hi...,Book Club,Adult"
"Every Day (Every Day, #1)",David Levithan,2012,3.91,222294,"Young Adult,Romance,Fantasy,Fiction,Contemporary,LGBT,Fantasy,Magical Realism,Young Adult,Science Fiction"
"Poison Study (Study, #1)",Maria V. Snyder,2005,4.1,158894,"Fantasy,Young Adult,Romance,Fantasy,Fiction,Young Adult,Fantasy,Fantasy,Adventure,Romance"
"Twisted Love (Twisted, #1)",Ana Huang,2021,3.77,203195,"Romance,Contemporary,Romance,New Adult,Adult,Dark,Fiction,Academic,Love,Audiobook"
The It Girl (Hardcover),Ruth Ware,2022,3.89,78971,"Mystery,Thriller,Thriller,Fiction,Audiobook,Suspense,Adult,Mystery,Contemporary,Adult Fiction"
Clap When You Land (Hardcover),Elizabeth Acevedo,2020,4.26,85886,"Young Adult,Poetry,Contemporary,Fiction,Audiobook,LGBT,Realistic Fiction,LGBT,LGBT,Family"
The Invisible Man (Paperback),H.G. Wells,1897,3.64,175013,"Classics,Science Fiction,Fiction,Horror,Fantasy,Audiobook,Literature,Novels,Literature,Science Fiction Fantasy"
The Emperor of All Maladies: A Biography of Cancer (Hardcover),Siddhartha Mukherjee,2010,4.32,93319,"Nonfiction,Science,History,Health,Medical,Health,Science,Audiobook,Biography,Science"
The Light We Lost (Hardcover),Jill Santopolo,2017,3.87,135477,"Romance,Fiction,Contemporary,Womens Fiction,Audiobook,Adult,Adult Fiction,Romance,Book Club,Novels"
The Second Sex (Paperback),Simone de Beauvoir,1949,4.15,37584,"Feminism,Nonfiction,Philosophy,Classics,Womens,Gender,Cultural,Sociology,Politics,Gender"
So You Want to Talk About Race (Hardcover),Ijeoma Oluo,2018,4.51,97540,"Nonfiction,Race,Audiobook,Social Movements,Race,Politics,Sociology,Writing,Feminism,Adult"
Cutting for Stone (Hardcover),Abraham   Verghese,2009,4.3,358517,"Fiction,Historical,Cultural,Book Club,Health,Eastern Africa,Medical,Literary Fiction,Novels,Historical"
"The Professor and the Madman: A Tale of Murder, Insanity and the Making of the Oxford English Dictionary (Paperback)",Simon Winchester,1998,3.84,111997,"Nonfiction,History,Biography,Humanities,Writing,Historical,Crime,Audiobook,Humanities,Biography Memoir"
"The Adventures of Sherlock Holmes (Sherlock Holmes, #3)",Arthur Conan Doyle,1892,4.3,278438,"Classics,Mystery,Fiction,Short Stories,Mystery,Mystery,Thriller,Audiobook,Literature,Historical"
You Deserve Each Other (Kindle Edition),Sarah Hogle,2020,3.95,81672,"Romance,Contemporary,Romance,Adult,Fiction,Womens Fiction,Audiobook,Humor,New Adult,Adult Fiction"
"As Good As Dead (A Good Girl's Guide to Murder, #3)",Holly  Jackson,2021,4.19,103958,"Mystery,Young Adult,Thriller,Thriller,Fiction,Contemporary,Audiobook,Mystery,Mystery,Romance"
Fairy Tale (Hardcover),Stephen King,2022,4.23,62257,"Fantasy,Horror,Fiction,Audiobook,Thriller,Adult,Science Fiction,Adventure,Science Fiction Fantasy,Young Adult"
"Anna Dressed in Blood (Anna, #1)",Kendare Blake,2011,3.91,102971,"Young Adult,Horror,Fantasy,Fantasy,Paranormal,Romance,Fantasy,Fiction,Fantasy,Mystery"
As I Lay Dying (Paperback),William Faulkner,1930,3.72,154274,"Classics,Fiction,Literature,Novels,Literature,Academic,Gothic,Literary Fiction,Literature,American"
Essentialism: The Disciplined Pursuit of Less (Hardcover),Greg McKeown,2011,4.04,89333,"Nonfiction,Self Help,Business,Productivity,Self Help,Psychology,Philosophy,Audiobook,Leadership,Business"
The Girl with the Louding Voice (Hardcover),Abi Daré,2020,4.45,122540,"Fiction,Contemporary,Cultural,Feminism,Audiobook,Literary Fiction,Adult,Western Africa,Adult Fiction,Young Adult"
The Girl with the Louding Voice (Hardcover),Abi Daré,2020,4.45,122540,"Fiction,Contemporary,Cultural,Feminism,Audiobook,Literary Fiction,Adult,Western Africa,Adult Fiction,Young Adult"
"The Lost Symbol (Robert Langdon, #3)",Dan Brown,2009,3.73,577374,"Fiction,Mystery,Thriller,Thriller,Suspense,Adventure,Historical,Mystery,Novels,Adult"
"The Gilded Wolves (The Gilded Wolves, #1)",Roshani Chokshi,2019,3.74,38368,"Fantasy,Young Adult,Historical,Historical,Young Adult,Fiction,LGBT,Romance,Fantasy,Audiobook"
The BFG (Paperback),Roald Dahl,1982,4.22,445044,"Fantasy,Childrens,Fiction,Classics,Childrens,Young Adult,Humor,Adventure,Audiobook,Childrens"
Tender is the Flesh (Paperback),Agustina Bazterrica,2017,3.88,84081,"Horror,Fiction,Science Fiction,Science Fiction,Adult,Thriller,Audiobook,Contemporary,Dark,Speculative Fiction"
The Art Book (Paperback),Phaidon Press,1997,3.85,151085,"Art,Nonfiction,Reference,Art,History,Art,Design,Art,Art and Photography,Art"
Never Split the Difference: Negotiating As If Your Life Depended On It (Hardcover),Chris Voss,2016,4.37,118895,"Business,Nonfiction,Psychology,Self Help,Self Help,Leadership,Language,Audiobook,Business,Business"
Never Split the Difference: Negotiating As If Your Life Depended On It (Hardcover),Chris Voss,2016,4.37,118895,"Business,Nonfiction,Psychology,Self Help,Self Help,Leadership,Language,Audiobook,Business,Business"
Never Split the Difference: Negotiating As If Your Life Depended On It (Hardcover),Chris Voss,2016,4.37,118895,"Business,Nonfiction,Psychology,Self Help,Self Help,Leadership,Language,Audiobook,Business,Business"
