Title,Author,Year,Rating,Raters,Genres
"City of Fallen Angels (The Mortal Instruments, #4)",Cassandra Clare,2011,4.09,561612,"Fantasy,Young Adult,Romance,Fantasy,Fantasy,Paranormal,Fiction,Paranormal,Fantasy,Young Adult"
Into Thin Air: A Personal Account of the Mount Everest Disaster (Paperback),Jon Krakauer,1997,4.22,460943,"Nonfiction,Adventure,Autobiography,Travel,Biography,History,Adventure,Sports,Biography Memoir,Sports"
"""Surely You're Joking, Mr. Feynman!"": Adventures of a Curious Character (Paperback)",Richard P. Feynman,1985,4.27,186684,"Science,Nonfiction,Biography,Science,Autobiography,Biography,Humor,History,Biography Memoir,Audiobook"
Green Eggs and Ham (Hardcover),Dr. Seuss,1960,4.3,718181,"Childrens,Childrens,Classics,Fiction,Poetry,Fantasy,Humor,Kids,Food and Drink,Young Adult"
Furiously Happy: A Funny Book About Horrible Things (Hardcover),Jenny  Lawson,2015,3.89,153064,"Nonfiction,Humor,Autobiography,Audiobook,Health,Biography,Humor,Biography Memoir,Mental Health,Writing"
Furiously Happy: A Funny Book About Horrible Things (Hardcover),Jenny  Lawson,2015,3.89,153064,"Nonfiction,Humor,Autobiography,Audiobook,Health,Biography,Humor,Biography Memoir,Mental Health,Writing"
Let's Pretend This Never Happened: A Mostly True Memoir (Hardcover),Jenny  Lawson,2012,3.89,184051,"Nonfiction,Autobiography,Humor,Biography,Audiobook,Humor,Biography Memoir,Biography,Adult,Health"
Transcendent Kingdom (Hardcover),Yaa Gyasi,2020,4.13,125783,"Fiction,Contemporary,Literary Fiction,Audiobook,Cultural,Health,Adult,Adult Fiction,Novels,Family"
Wish You Were Here (Hardcover),Jodi Picoult,2021,3.99,149365,"Fiction,Contemporary,Audiobook,Romance,Adult,Adult Fiction,Womens Fiction,Realistic Fiction,Literary Fiction,Historical"
"Siege and Storm (The Shadow and Bone Trilogy, #2)",Leigh Bardugo,2013,3.85,496910,"Fantasy,Young Adult,Romance,Fiction,Young Adult,Fantasy,Fantasy,Adventure,Audiobook,Fantasy"
The Southern Book Club's Guide to Slaying Vampires (Kindle Edition),Grady Hendrix,2020,3.82,149680,"Horror,Fiction,Fantasy,Paranormal,Audiobook,Fantasy,Thriller,Adult,Mystery,Fantasy"
"A Touch of Darkness (Hades & Persephone, #1)",Scarlett St.  Clair,2019,3.85,156550,"Fantasy,Romance,Fantasy,Retellings,Mythology,Romance,New Adult,Fiction,Adult,Audiobook"
Thus Spoke Zarathustra (Paperback),Friedrich Nietzsche,1883,4.07,133951,"Philosophy,Classics,Nonfiction,European Literature,Literature,Religion,Literature,Psychology,Unfinished,Poetry"
A Farewell to Arms (Paperback),Ernest Hemingway,1929,3.81,296856,"Classics,Fiction,Historical,War,Literature,Novels,Literature,Romance,Classics,Historical"
Where the Forest Meets the Stars (Hardcover),Glendy Vanderah,2019,4.14,161171,"Fiction,Contemporary,Mystery,Romance,Fantasy,Magical Realism,Audiobook,Adult,Adult Fiction,Book Club"
"Ruin and Rising (The Shadow and Bone Trilogy, #3)",Leigh Bardugo,2014,4.02,423070,"Fantasy,Young Adult,Romance,Fiction,Young Adult,Fantasy,Fantasy,Adventure,Audiobook,Fantasy"
"A Wizard of Earthsea (Earthsea Cycle, #1)",Ursula K. Le Guin,1968,4.01,284090,"Fantasy,Fiction,Young Adult,Classics,Science Fiction Fantasy,Fantasy,Fantasy,Science Fiction,Adventure,Audiobook"
The Origin of Species (Hardcover),Charles Darwin,1859,4.0,108958,"Science,Nonfiction,Classics,Science,Biology,Philosophy,History,Environment,Anthropology,Science"
The Paris Library (Hardcover),Janet Skeslien Charles,2021,4.08,92813,"Historical,Fiction,Historical,War,Writing,Audiobook,Cultural,War,Adult,Adult Fiction"
"My Brilliant Friend (The Neapolitan Novels, #1)",Elena Ferrante,2011,4.01,277270,"Fiction,Historical,Cultural,European Literature,Literary Fiction,Contemporary,Audiobook,Novels,Historical,Young Adult"
1776 (Paperback),David McCullough,2005,4.08,216702,"History,Nonfiction,North American Hi...,Historical,Military History,War,Audiobook,Politics,American Revolution,War"
"Charlie and the Chocolate Factory (Charlie Bucket, #1)",Roald Dahl,1964,4.15,783830,"Childrens,Fantasy,Fiction,Classics,Young Adult,Childrens,Humor,Adventure,Childrens,Novels"
Small Great Things (Kindle Edition),Jodi Picoult,2016,4.35,326168,"Fiction,Contemporary,Audiobook,Adult,Adult Fiction,Book Club,Race,Realistic Fiction,Drama,Literary Fiction"
What Alice Forgot (Paperback),Liane Moriarty,2009,4.08,427327,"Fiction,Womens Fiction,Contemporary,Romance,Audiobook,Adult,Mystery,Adult Fiction,Book Club,Cultural"
Everything I Know About Love (Hardcover),Dolly Alderton,2018,4.11,128463,"Nonfiction,Autobiography,Romance,Audiobook,Self Help,Biography,Contemporary,Feminism,Writing,Biography"
The War of the Worlds (Paperback),H.G. Wells,1897,3.83,286567,"Classics,Science Fiction,Fiction,Fantasy,Horror,Science Fiction Fantasy,Literature,Audiobook,Novels,Science Fiction"
"Rule of Wolves (King of Scars, #2)",Leigh Bardugo,2021,4.39,105682,"Fantasy,Young Adult,Fiction,Young Adult,Romance,LGBT,Fantasy,Fantasy,Audiobook,Adventure"
The Complete Stories and Poems (Hardcover),Edgar Allan Poe,1849,4.38,240830,"Classics,Poetry,Horror,Fiction,Short Stories,Gothic,Mystery,Fantasy,Literature,Classics"
"Stalking Jack the Ripper (Stalking Jack the Ripper, #1)",Kerri Maniscalco,2016,3.97,116244,"Historical,Mystery,Young Adult,Historical,Romance,Horror,Fantasy,Thriller,Fiction,Thriller"
"Breaking Dawn (The Twilight Saga, #4)",Stephenie Meyer,2008,3.72,1558589,"Fantasy,Young Adult,Romance,Paranormal,Fiction,Fantasy,Romance,Fantasy,Shapeshifters,Fantasy"
"Saga, Volume 1 (Paperback)",Brian K. Vaughan,2012,4.17,305599,"Sequential Art,Sequential Art,Fantasy,Science Fiction,Fiction,Graphic Novels Comics,Adult,Romance,Comics,Adventure"
The Glass Hotel (Hardcover),Emily St. John Mandel,2020,3.68,139097,"Fiction,Contemporary,Mystery,Literary Fiction,Audiobook,Adult,Cultural,Adult Fiction,Thriller,Thriller"
The Plague (Paperback),Albert Camus,1947,4.02,226367,"Fiction,Classics,Philosophy,Cultural,Literature,European Literature,Novels,Literature,Literary Fiction,Academic"
Running with Scissors (Paperback),Augusten Burroughs,2002,3.75,377212,"Autobiography,Nonfiction,Biography,Humor,Biography,Biography Memoir,LGBT,Psychology,Health,Mental Health"
"After You (Me Before You, #2)",Jojo Moyes,2015,3.73,346819,"Romance,Fiction,Contemporary,Womens Fiction,Audiobook,Adult,Adult Fiction,Drama,Romance,Realistic Fiction"
"New Moon (The Twilight Saga, #2)",Stephenie Meyer,2006,3.58,1752618,"Young Adult,Fantasy,Romance,Paranormal,Fiction,Fantasy,Romance,Fantasy,Shapeshifters,Fantasy"
"Across the Universe (Across the Universe, #1)",Beth Revis,2011,3.77,116972,"Young Adult,Science Fiction,Science Fiction,Romance,Fantasy,Fiction,Mystery,Space,Young Adult,Adventure"
The Exorcist (Mass Market Paperback),William Peter Blatty,1971,4.19,212500,"Horror,Fiction,Classics,Fantasy,Thriller,Fantasy,Fantasy,Religion,Audiobook,Adult"
The Paris Wife (Hardcover),Paula McLain,2011,3.82,286847,"Historical,Fiction,Historical,Romance,Cultural,Book Club,Audiobook,Adult,Adult Fiction,Novels"
A Thousand Boy Kisses (ebook),Tillie Cole,2016,4.16,113884,"Romance,Young Adult,Contemporary,Romance,Fiction,Young Adult,Young Adult,New Adult,Audiobook,Love"
"Bird Box (Bird Box, #1)",Josh Malerman,2014,4.04,171516,"Horror,Fiction,Thriller,Science Fiction,Mystery,Science Fiction,Apocalyptic,Audiobook,Adult,Suspense"
"Kingdom of Ash (Throne of Glass, #7)",Sarah J. Maas,2018,4.62,272783,"Fantasy,Young Adult,Romance,New Adult,Fairies,Fantasy,Young Adult,Fiction,Fantasy,Romance"
Girl in Pieces (Hardcover),Kathleen Glasgow,2016,4.09,88370,"Young Adult,Health,Contemporary,Fiction,Mental Health,Realistic Fiction,Romance,Audiobook,Young Adult,Sociology"
The Last Lecture (Kindle Edition),Randy Pausch,2008,4.26,329922,"Nonfiction,Autobiography,Biography,Self Help,Inspirational,Philosophy,Biography,Biography Memoir,Audiobook,Self Help"
Local Woman Missing (Hardcover),Mary Kubica,2021,4.13,173946,"Thriller,Mystery,Fiction,Thriller,Audiobook,Suspense,Adult,Mystery,Contemporary,Adult Fiction"
The Phantom of the Opera (Paperback),Gaston Leroux,1909,3.96,222641,"Classics,Fiction,Horror,Romance,Gothic,Mystery,Historical,Cultural,Fantasy,Literature"
"The Magicians (The Magicians, #1)",Lev Grossman,2009,3.52,251899,"Fantasy,Fiction,Fantasy,Fantasy,Young Adult,Adult,Science Fiction Fantasy,Audiobook,Adventure,Adult Fiction"
Under the Dome (Hardcover),Stephen King,2009,3.91,282776,"Horror,Fiction,Science Fiction,Thriller,Fantasy,Mystery,Audiobook,Suspense,Adult,Science Fiction"
The Omnivore's Dilemma: A Natural History of Four Meals (Hardcover),Michael Pollan,2006,4.18,197575,"Nonfiction,Food and Drink,Science,Health,History,Health,Environment,Food and Drink,Audiobook,Politics"
The Shack (Kindle Edition),William Paul Young,2007,3.8,605449,"Fiction,Christian,Christian Fiction,Religion,Spirituality,Religion,Inspirational,Religion,Adult Fiction,Adult"
Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time (Paperback),Greg Mortenson,2006,3.66,340358,"Nonfiction,Autobiography,Biography,Travel,Education,Book Club,Biography Memoir,Cultural,Inspirational,History"
"A Time to Kill (Jake Brigance, #1)",John Grisham,1989,4.1,773445,"Fiction,Mystery,Thriller,Mystery,Suspense,Thriller,Thriller,Novels,Adult Fiction,Adult"
One Italian Summer (Hardcover),Rebecca Serle,2022,3.64,101316,"Fiction,Romance,Audiobook,Contemporary,Magical Realism,Womens Fiction,Adult,Cultural,Travel,Adult Fiction"
"The Last Olympian (Percy Jackson and the Olympians, #5)",Rick Riordan,2009,4.53,858477,"Fantasy,Young Adult,Fantasy,Fiction,Childrens,Adventure,Mythology,Childrens,Fantasy,Young Adult"
Just Mercy: A Story of Justice and Redemption (Hardcover),Bryan Stevenson,2014,4.63,204023,"Nonfiction,Autobiography,Social Movements,Race,Politics,History,Audiobook,Biography,Law,Race"
Why Not Me? (Paperback),Mindy Kaling,2015,3.91,204364,"Nonfiction,Autobiography,Humor,Audiobook,Biography,Humor,Writing,Biography Memoir,Biography,Adult"
"Confessions of a Shopaholic (Shopaholic, #1)",Sophie Kinsella,2000,3.68,709071,"Womens Fiction,Fiction,Romance,Contemporary,Humor,Adult,Adult Fiction,Romance,Humor,Young Adult"
Brain on Fire: My Month of Madness (ebook),Susannah Cahalan,2012,4.07,199769,"Nonfiction,Autobiography,Psychology,Biography,Health,Audiobook,Science,Medical,Biography Memoir,Health"
A Walk in the Woods: Rediscovering America on the Appalachian Trail (Mass Market Paperback),Bill Bryson,1998,4.06,383363,"Nonfiction,Travel,Autobiography,Humor,Environment,Adventure,Audiobook,Biography,Nature,History"
"Still Me (Me Before You, #3)",Jojo Moyes,2018,4.12,182664,"Fiction,Romance,Womens Fiction,Contemporary,Audiobook,Adult,Adult Fiction,Romance,New York,Novels"
Black Cake (Hardcover),Charmaine Wilkerson,2022,4.15,74281,"Fiction,Historical,Contemporary,Mystery,Audiobook,Literary Fiction,Adult,Family,Historical,Adult Fiction"
Alone With You in the Ether (Hardcover),Olivie Blake,2020,4.17,21621,"Romance,Fiction,Contemporary,Adult,Literary Fiction,Romance,Health,Fantasy,Adult Fiction,Novels"
White Fragility: Why It’s So Hard for White People to Talk About Racism (Audiobook),Robin DiAngelo,2018,4.19,150867,"Nonfiction,Race,Social Movements,Race,Audiobook,Politics,Sociology,History,Psychology,Adult"
"Hyperion (Hyperion Cantos, #1)",Dan Simmons,1989,4.25,222299,"Science Fiction,Fiction,Fantasy,Space,Science Fiction Fantasy,Audiobook,Horror,Science Fiction,Space,Classics"
Cosmos (Mass Market Paperback),Carl Sagan,1980,4.38,136614,"Science,Nonfiction,Science,Science,History,Space,Philosophy,Classics,Science,Audiobook"
Drive: The Surprising Truth About What Motivates Us (Hardcover),Daniel H. Pink,2009,3.95,111708,"Nonfiction,Business,Psychology,Leadership,Self Help,Self Help,Business,Education,Productivity,Science"
"P.S. I Still Love You (To All the Boys I've Loved Before, #2)",Jenny Han,2015,4.05,326264,"Romance,Young Adult,Contemporary,Fiction,Audiobook,Young Adult,Womens Fiction,Realistic Fiction,Young Adult,Young Adult"
Kindred (Paperback),Octavia E. Butler,1979,4.29,157514,"Historical,Fiction,Science Fiction,Fantasy,Science Fiction,Historical,Classics,Cultural,Race,Science Fiction Fantasy"
The Importance of Being Earnest (Paperback),Oscar Wilde,1895,4.18,342823,
Beyond Good and Evil (Paperback),Friedrich Nietzsche,1886,4.02,83244,"Philosophy,Nonfiction,Classics,European Literature,Psychology,Religion,Literature,Philosophy,History,Literature"
"A Study in Scarlet (Sherlock Holmes, #1)",Arthur Conan Doyle,1887,4.14,400877,"Classics,Mystery,Fiction,Mystery,Mystery,Thriller,Audiobook,Historical,Thriller,Literature"
"A Storm of Swords (A Song of Ice and Fire, #3)",George R.R. Martin,2000,4.54,728891,"Fantasy,Fiction,Fantasy,Science Fiction Fantasy,Fantasy,Adult,Adventure,Audiobook,Fantasy,Epic"
Maybe in Another Life (Paperback),Taylor Jenkins Reid,2015,3.81,131493,"Romance,Fiction,Contemporary,Womens Fiction,Audiobook,Adult,Adult Fiction,Romance,New Adult,Realistic Fiction"
"The Kiss of Deception (The Remnant Chronicles, #1)",Mary E. Pearson,2014,3.96,117542,"Fantasy,Young Adult,Romance,Young Adult,Fiction,Fantasy,Fantasy,Adventure,Audiobook,Romance"
"Nevernight (The Nevernight Chronicle, #1)",Jay Kristoff,2016,4.23,81006,"Fantasy,Young Adult,Fiction,Adult,Fantasy,New Adult,Romance,Audiobook,Fantasy,Young Adult"
"Good Girl, Bad Blood (A Good Girl's Guide to Murder, #2)",Holly  Jackson,2020,4.36,173074,"Mystery,Young Adult,Thriller,Thriller,Contemporary,Fiction,Audiobook,Mystery,Mystery,Romance"
Five Feet Apart (ebook),Rachael Lippincott,2018,4.2,179135,"Romance,Young Adult,Contemporary,Fiction,Audiobook,Realistic Fiction,Young Adult,Young Adult,Young Adult,Romance"
"Scarlet (The Lunar Chronicles, #2)",Marissa Meyer,2013,4.26,380363,"Fantasy,Young Adult,Science Fiction,Romance,Science Fiction,Retellings,Fiction,Fantasy,Audiobook,Young Adult"
"Queen of Shadows (Throne of Glass, #4)",Sarah J. Maas,2015,4.56,426443,"Fantasy,Young Adult,Romance,Fantasy,Fairies,Fiction,Young Adult,New Adult,Fantasy,Fantasy"
"Firefly Lane (Firefly Lane, #1)",Kristin Hannah,2008,4.14,325502,"Fiction,Womens Fiction,Romance,Contemporary,Historical,Audiobook,Adult,Adult Fiction,Drama,Womens Fiction"
"The Bride Test (The Kiss Quotient, #2)",Helen Hoang,2019,3.86,135350,"Romance,Contemporary,Fiction,Romance,Adult,Audiobook,Womens Fiction,Adult Fiction,New Adult,Neurodiversity"
The Sound and the Fury (Paperback),William Faulkner,1929,3.86,172228,"Classics,Fiction,Literature,Novels,Literature,Literature,Gothic,Literary Fiction,Academic,American"
"The Blade Itself (The First Law, #1)",Joe Abercrombie,2006,4.19,208520,"Fantasy,Fiction,Fantasy,Fantasy,Adult,Fantasy,Audiobook,Adventure,Science Fiction Fantasy,Fantasy"
David Copperfield (Paperback),Charles Dickens,1850,4.02,220576,"Classics,Fiction,Literature,Historical,Literature,Novels,European Literature,Historical,Classics,Audiobook"
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened (Paperback)",Allie Brosh,2013,4.16,198014,"Humor,Nonfiction,Sequential Art,Autobiography,Sequential Art,Humor,Biography,Health,Adult,Short Stories"
The Once and Future Witches (Hardcover),Alix E. Harrow,2020,4.06,61814,"Fantasy,Historical,Fiction,Paranormal,Historical,Fantasy,Adult,Fantasy,Audiobook,LGBT"
Treasure Island (Hardcover),Robert Louis Stevenson,1883,3.84,454988,"Classics,Fiction,Adventure,Historical,Young Adult,Childrens,Adventure,Literature,Fantasy,Novels"
Lock Every Door (ebook),Riley Sager,2019,3.91,146793,"Thriller,Mystery,Thriller,Fiction,Horror,Audiobook,Adult,Suspense,Contemporary,Adult Fiction"
"Doctor Sleep (The Shining, #2)",Stephen King,2013,4.12,235027,"Horror,Fiction,Thriller,Fantasy,Fantasy,Audiobook,Fantasy,Mystery,Suspense,Adult"
The Fountainhead (Mass Market Paperback),Ayn Rand,1943,3.88,312833,"Fiction,Classics,Philosophy,Literature,Novels,Politics,Architecture,Literary Fiction,Literature,Classics"
The Art of Racing in the Rain (Hardcover),Garth Stein,2008,4.22,491587,"Fiction,Animals,Contemporary,Animals,Audiobook,Adult Fiction,Adult,Book Club,Novels,Family"
Notre-Dame de Paris | The Hunchback of Notre-Dame (Paperback),Victor Hugo,1831,4.01,189137,"Classics,Fiction,Historical,Cultural,Literature,European Literature,Gothic,Historical,Romance,Novels"
"Things Fall Apart (The African Trilogy, #1)",Chinua Achebe,1958,3.72,337890,"Fiction,Classics,Historical,Cultural,Academic,Literature,Novels,Academic,Western Africa,Historical"
Inferno (Paperback),Dante Alighieri,1320,4.01,164985,"Classics,Poetry,Fiction,Literature,Religion,Fantasy,Academic,Philosophy,European Literature,Historical"
"Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus, #1)",Robert M. Pirsig,1974,3.78,219061,"Philosophy,Fiction,Classics,Spirituality,Travel,Psychology,Self Help,Literature,Unfinished,Religion"
Flow: The Psychology of Optimal Experience (Paperback),Mihaly Csikszentmihalyi,1990,4.1,71895,"Psychology,Nonfiction,Self Help,Self Help,Productivity,Business,Science,Philosophy,Leadership,Education"
The Radium Girls: The Dark Story of America's Shining Women (Hardcover),Kate  Moore,2017,4.14,120663,"Nonfiction,History,Science,Audiobook,Biography,Historical,Feminism,Adult,Womens,North American Hi..."
The Radium Girls: The Dark Story of America's Shining Women (Hardcover),Kate  Moore,2017,4.14,120663,"Nonfiction,History,Science,Audiobook,Biography,Historical,Feminism,Adult,Womens,North American Hi..."
Bad Feminist (Paperback),Roxane Gay,2014,3.94,104631,"Nonfiction,Feminism,Writing,Autobiography,Audiobook,Womens,Race,Politics,Social Movements,Gender"
"Glass Sword (Red Queen, #2)",Victoria Aveyard,2016,3.83,301091,"Fantasy,Young Adult,Science Fiction,Romance,Fiction,Young Adult,Audiobook,Fantasy,Science Fiction,Fantasy"
Writers & Lovers (Hardcover),Lily King,2020,4.05,110993,"Fiction,Contemporary,Romance,Literary Fiction,Audiobook,Adult,Novels,Adult Fiction,Language,Writing"
Snow Crash (Kindle Edition),Neal Stephenson,1992,4.03,262791,"Science Fiction,Fiction,Science Fiction,Fantasy,Science Fiction Fantasy,Science Fiction,Novels,Speculative Fiction,Audiobook,Classics"
"Artemis Fowl (Artemis Fowl, #1)",Eoin Colfer,2001,3.86,532309,"Fantasy,Young Adult,Fiction,Childrens,Childrens,Science Fiction,Adventure,Fantasy,Fantasy,Audiobook"
Sophie's World (Paperback),Jostein Gaarder,1991,3.95,239414,"Philosophy,Fiction,Classics,Young Adult,Novels,Fantasy,Literature,Contemporary,Unfinished,European Literature"
Snow Flower and the Secret Fan (Kindle Edition),Lisa See,2005,4.08,360740,"Historical,Fiction,Cultural,Historical,Cultural,Book Club,Adult,Literature,Adult Fiction,Novels"
"Holes (Holes, #1)",Louis Sachar,1998,3.99,1113084,"Young Adult,Fiction,Childrens,Childrens,Classics,Realistic Fiction,Mystery,Academic,Adventure,Contemporary"
"A Great and Terrible Beauty (Gemma Doyle, #1)",Libba Bray,2003,3.79,218617,"Fantasy,Young Adult,Historical,Fiction,Historical,Fantasy,Romance,Fantasy,Young Adult,Young Adult"
"Cemetery Boys (Cemetery Boys, #1)",Aiden Thomas,2020,4.32,67334,"Fantasy,LGBT,Young Adult,Romance,LGBT,Fiction,Fantasy,Contemporary,Fantasy,Audiobook"
There There (Hardcover),Tommy Orange,2018,3.99,154990,"Fiction,Contemporary,Literary Fiction,Audiobook,Novels,Adult,Adult Fiction,Race,Book Club,Literature"
A Woman Is No Man (Hardcover),Etaf Rum,2019,4.26,123154,"Fiction,Historical,Contemporary,Audiobook,Feminism,Literary Fiction,Adult,Adult Fiction,Historical,Book Club"
"Unravel Me (Shatter Me, #2)",Tahereh Mafi,2013,4.18,328509,"Science Fiction,Young Adult,Fantasy,Romance,Science Fiction,Fantasy,Fiction,Young Adult,New Adult,Audiobook"
"Crown of Midnight (Throne of Glass, #2)",Sarah J. Maas,2013,4.36,572112,"Fantasy,Young Adult,Romance,Fantasy,Fiction,Young Adult,Fantasy,Fairies,New Adult,Adventure"
"Once Upon a Broken Heart (Once Upon a Broken Heart, #1)",Stephanie Garber,2021,4.15,68976,"Fantasy,Romance,Young Adult,Young Adult,Fiction,Fantasy,Romance,Audiobook,Paranormal,Fantasy"
"One of Us Is Next (One of Us Is Lying, #2)",Karen M. McManus,2020,3.96,165036,"Mystery,Young Adult,Thriller,Contemporary,Fiction,Thriller,Audiobook,Romance,Mystery,Mystery"
"What If It's Us (What If It's Us, #1)",Becky Albertalli,2018,3.85,125115,"Romance,Young Adult,LGBT,Contemporary,LGBT,Fiction,Audiobook,LGBT,Realistic Fiction,Young Adult"
"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",Rick Riordan,2008,4.41,935538,"Fantasy,Young Adult,Fantasy,Fiction,Childrens,Adventure,Mythology,Childrens,Fantasy,Fantasy"
"House of Sky and Breath (Crescent City, #2)",Sarah J. Maas,2022,4.52,167656,"Fantasy,Romance,Adult,Fairies,Fantasy,New Adult,Fiction,Romance,Fantasy,Fantasy"
"A Court of Frost and Starlight (A Court of Thorns and Roses, #3.1)",Sarah J. Maas,2018,3.8,464727,"Fantasy,Romance,Young Adult,New Adult,Fairies,Fiction,Romance,Fantasy,Young Adult,Novella"
The Age of Innocence (Paperback),Edith Wharton,1920,3.96,159489,"Classics,Fiction,Historical,Romance,Literature,Literature,Novels,Historical,New York,Literature"
This Is How It Always Is (Kindle Edition),Laurie Frankel,2017,4.28,163666,"Fiction,LGBT,Contemporary,Audiobook,Adult,Book Club,Family,Adult Fiction,LGBT,Literary Fiction"
We Were the Lucky Ones (Hardcover),Georgia Hunter,2017,4.4,130218,"Historical,Fiction,War,Historical,World War II,War,Audiobook,Adult,Adult Fiction,Family"
Schindler's List (Paperback),Thomas Keneally,1982,4.34,155696,"History,Nonfiction,Classics,World War II,War,Historical,War,Biography,Literature,Media Tie In"
"Leviathan Wakes (The Expanse, #1)",James S.A. Corey,2011,4.29,228769,"Science Fiction,Fiction,Space,Space,Science Fiction Fantasy,Audiobook,Fantasy,Mystery,Horror,Adult"
"The Cat in the Hat (The Cat in the Hat, #1)",Dr. Seuss,1957,4.18,503204,"Childrens,Childrens,Classics,Fiction,Poetry,Fantasy,Humor,Animals,Kids,Animals"
Being Mortal: Medicine and What Matters in the End (Hardcover),Atul Gawande,2014,4.47,166197,"Nonfiction,Health,Science,Health,Medical,Philosophy,Audiobook,Death,Psychology,Autobiography"
"The Diviners (The Diviners, #1)",Libba Bray,2012,3.94,94151,"Fantasy,Young Adult,Historical,Fantasy,Mystery,Historical,Horror,Fiction,Audiobook,Fantasy"
Fantastic Beasts and Where to Find Them (Hogwarts Library),Newt Scamander,2001,3.97,380206,"Fantasy,Fiction,Young Adult,Childrens,Fantasy,Childrens,Audiobook,Short Stories,Science Fiction Fantasy,Fantasy"
Bad Blood: Secrets and Lies in a Silicon Valley Startup (Hardcover),John Carreyrou,2018,4.41,233450,"Nonfiction,Business,Crime,Audiobook,Science,Mystery,Biography,Science,History,Writing"
'Salem's Lot (Paperback),Stephen King,1975,4.05,402978,"Horror,Fiction,Paranormal,Fantasy,Thriller,Fantasy,Fantasy,Audiobook,Adult,Mystery"
The Silmarillion (Hardcover),J.R.R. Tolkien,1977,3.98,258012,"Fantasy,Fiction,Classics,Fantasy,Science Fiction Fantasy,Fantasy,Fantasy,Literature,Adventure,Novels"
Stranger in a Strange Land (Paperback),Robert A. Heinlein,1961,3.92,299021,"Science Fiction,Fiction,Classics,Science Fiction Fantasy,Fantasy,Novels,Speculative Fiction,Philosophy,Audiobook,Religion"
Sarah's Key (Hardcover),Tatiana de Rosnay,2006,4.17,456483,"Historical,Fiction,World War II,Historical,War,Cultural,War,Book Club,Adult,Adult Fiction"
Sarah's Key (Hardcover),Tatiana de Rosnay,2006,4.17,456483,"Historical,Fiction,World War II,Historical,War,Cultural,War,Book Club,Adult,Adult Fiction"
The Power (Hardcover),Naomi Alderman,2016,3.78,200853,"Fiction,Science Fiction,Feminism,Science Fiction,Fantasy,Audiobook,Adult,Speculative Fiction,Book Club,Contemporary"
Emotional Intelligence: Why It Can Matter More Than IQ (Hardcover),Daniel Goleman,1995,4.03,106611,"Psychology,Nonfiction,Self Help,Business,Self Help,Science,Leadership,Education,Business,Audiobook"
My Life Next Door (Hardcover),Huntley Fitzpatrick,2012,3.98,147957,"Young Adult,Romance,Contemporary,Fiction,Womens Fiction,Young Adult,Realistic Fiction,Romance,Young Adult,Young Adult"
"Book of Night (Book of Night, #1)",Holly Black,2022,3.55,34211,"Fantasy,Fantasy,Adult,Fiction,Fantasy,Mystery,Fantasy,Romance,Audiobook,Adult Fiction"
Let the Right One In (Hardcover),John Ajvide Lindqvist,2004,4.04,102975,"Horror,Fiction,Paranormal,Fantasy,Fantasy,Thriller,Fantasy,Mystery,Cultural,European Literature"
"The Happiness Project: Or Why I Spent a Year Trying to Sing in the Morning, Clean My Closets, Fight Right, Read Aristotle, and Generally Have More Fun (Hardcover)",Gretchen Rubin,2009,3.64,162695,"Nonfiction,Self Help,Autobiography,Psychology,Self Help,Audiobook,Inspirational,Biography,Adult,Book Club"
You've Reached Sam (Hardcover),Dustin Thao,2021,3.75,60610,"Romance,Contemporary,Young Adult,Fantasy,Fiction,Magical Realism,Audiobook,Romance,Young Adult,Fantasy"
We Need to Talk About Kevin (Paperback),Lionel Shriver,2003,4.07,182604,"Fiction,Contemporary,Thriller,Horror,Mystery,Drama,Adult,Psychology,Literary Fiction,Book Club"
The Whisper Man (Paperback),Alex North,2019,4.04,130789,"Thriller,Mystery,Horror,Fiction,Thriller,Mystery,Audiobook,Suspense,Adult,Contemporary"
"Heir of Fire (Throne of Glass, #3)",Sarah J. Maas,2014,4.46,489150,"Fantasy,Young Adult,Romance,Fantasy,Fairies,Fiction,Young Adult,Fantasy,New Adult,Adventure"
The Tales of Beedle the Bard (Hardcover),J.K. Rowling,2008,4.05,461880,"Fantasy,Fiction,Young Adult,Short Stories,Childrens,Fantasy,Childrens,Fantasy,Audiobook,Science Fiction Fantasy"
To Sleep in a Sea of Stars (Hardcover),Christopher Paolini,2020,3.78,43891,"Science Fiction,Fiction,Fantasy,Adult,Audiobook,Space,Space,Science Fiction,Science Fiction Fantasy,Young Adult"
The Bluest Eye (Paperback),Toni Morrison,1970,4.1,217127,"Fiction,Classics,Historical,Cultural,Race,Novels,Literature,Literary Fiction,Academic,Literature"
The Perfect Marriage (Paperback),Jeneva Rose,2020,4.04,158517,"Thriller,Mystery,Thriller,Fiction,Audiobook,Suspense,Mystery,Adult,Thriller,Contemporary"
"P.S. I Love You (P.S. I Love You, #1)",Cecelia Ahern,2004,4.03,366760,"Romance,Womens Fiction,Fiction,Contemporary,Adult,Romance,Drama,Love,Adult Fiction,Cultural"
