Title,Author,Year,Rating,Raters,Genres
Alien (Paperback),Alan Dean Foster,1979,4.09,19479,"Science Fiction,Horror,Fiction,Science Fiction,Thriller,Audiobook,Science Fiction Fantasy,Fantasy,Novels,Culture"
Japanese Tales of Mystery & Imagination (Paperback),Edogawa Rampo,1956,4.05,4382,"Horror,Short Stories,Fiction,Cultural,Mystery,Asian Literature,Classics,Mystery,Gothic,Literature"
The Violence (Hardcover),Delilah S. Dawson,2022,3.89,4432,"Horror,Thriller,Fiction,Mystery,Adult,Science Fiction,Thriller,Science Fiction,Audiobook,Suspense"
"The Lamb Will Slaughter the Lion (Danielle Cain, #1)",Margaret Killjoy,2017,3.61,2928,"Horror,Fantasy,Novella,Fiction,LGBT,LGBT,Fantasy,Adult,Short Stories,Science Fiction Fantasy"
Dark Rivers of the Heart (Paperback),Dean Koontz,1994,3.93,18843,"Horror,Fiction,Thriller,Suspense,Mystery,Thriller,Science Fiction,Fantasy,Mystery,Action"
"Blue Moon (Anita Blake, Vampire Hunter, #8)",Laurell K. Hamilton,1998,4.05,64150,"Fantasy,Paranormal,Fantasy,Fantasy,Romance,Romance,Horror,Fiction,Fantasy,Shapeshifters"
His Hideous Heart (Hardcover),Dahlia Adler,2019,3.57,2501,"Horror,Short Stories,Young Adult,Retellings,Anthologies,Fiction,Fantasy,Mystery,LGBT,Classics"
The Mask (Paperback),Dean Koontz,1981,3.80,18673,"Horror,Fiction,Thriller,Suspense,Mystery,Fantasy,Fantasy,Thriller,Mystery,Romance"
"The Unbecoming of Mara Dyer (Mara Dyer, #1)",Michelle Hodkin,2011,4.03,168970,"Young Adult,Fantasy,Fantasy,Romance,Mystery,Fiction,Fantasy,Horror,Contemporary,Romance"
Out (Paperback),Natsuo Kirino,1997,3.95,33174,"Fiction,Cultural,Thriller,Mystery,Asian Literature,Mystery,Horror,Thriller,Cultural,Literature"
Lost Boy Lost Girl (Mass Market Paperback),Peter Straub,2003,3.49,5159,"Horror,Fiction,Mystery,Thriller,Fantasy,Mystery,Fantasy,Suspense,Fantasy,Thriller"
The Darkest Evening of the Year (Hardcover),Dean Koontz,2008,3.76,27874,"Horror,Fiction,Thriller,Mystery,Suspense,Animals,Fantasy,Fantasy,Thriller,Animals"
"13 Bullets (Laura Caxton, #1)",David Wellington,2007,3.63,4291,"Horror,Paranormal,Fiction,Fantasy,Fantasy,Fantasy,Fantasy,Thriller,Adult,Mystery"
From Below (Paperback),Darcy Coates,2022,4.14,3246,"Horror,Mystery,Fiction,Fantasy,Thriller,Adult,Fantasy,Suspense,Thriller,Fantasy"
The Ceremonies (Mass Market Paperback),T.E.D. Klein,1984,3.83,2044,"Horror,Fiction,Horror,Fantasy,Fantasy,Fantasy,Gothic,Novels,Occult,Mystery"
"Blood Meridian, or the Evening Redness in the West (Paperback)",Cormac McCarthy,1985,4.16,131088,"Fiction,Historical,Westerns,Classics,Literature,Novels,Horror,Literature,Historical,Literary Fiction"
"The Whispering Dead (Gravekeeper, #1)",Darcy Coates,2021,4.05,3882,"Horror,Fantasy,Fiction,Mystery,Paranormal,Adult,Fantasy,Thriller,Fantasy,Horror"
"Blindsight (Firefall, #1)",Peter Watts,2006,4.01,34919,"Science Fiction,Fiction,Horror,Paranormal,Science Fiction,Science Fiction Fantasy,Fantasy,Space,Science Fiction,Speculative Fiction"
Shadows (Mass Market Paperback),John Saul,1992,3.94,11889,"Horror,Fiction,Thriller,Mystery,Suspense,Science Fiction,Fantasy,Fantasy,Thriller,Adult"
Uncle Silas (Paperback),J. Sheridan Le Fanu,1864,3.74,6227,"Classics,Gothic,Horror,Fiction,Mystery,Literature,Historical,Historical,European Literature,Literature"
Whisper Down the Lane (Hardcover),Clay McLeod Chapman,2021,3.60,3726,"Horror,Fiction,Thriller,Mystery,Historical,Audiobook,Mystery,Thriller,Adult,Adult Fiction"
"House of Furies (House of Furies, #1)",Madeleine Roux,2017,3.77,6577,"Horror,Young Adult,Fantasy,Fantasy,Historical,Gothic,Mystery,Fiction,Historical,Fantasy"
The Resurrectionist: The Lost Work of Dr. Spencer Black (Hardcover),E.B. Hudspeth,2013,3.59,5625,"Fantasy,Horror,Fiction,Historical,Art,Fantasy,Historical,Gothic,Science Fiction,Fantasy"
Missing,Missing,0,0,0,",,,,,,"
Missing,Missing,0,0,0,",,,,,"
約束のネバーランド 1 [Yakusoku no Neverland 1] (Paperback),Kaiu Shirai,2016,4.45,54218,"Sequential Art,Fantasy,Horror,Sequential Art,Mystery,Young Adult,Fiction,Science Fiction,Sequential Art,Science Fiction"
Abandon (Kindle Edition),Blake Crouch,2009,3.74,21436,"Horror,Thriller,Mystery,Fiction,Historical,Suspense,Thriller,Fantasy,Historical,Mystery"
Helter Skelter: The True Story of the Manson Murders (Paperback),Vincent Bugliosi,1974,4.05,138662,"Crime,Nonfiction,Mystery,History,Horror,Biography,Audiobook,Mystery,Religion,Psychology"
"The Scarecrow Walks at Midnight (Goosebumps, #20)",R.L. Stine,1994,3.69,10631,"Horror,Childrens,Fiction,Young Adult,Childrens,Fantasy,Mystery,Thriller,Fantasy,Holiday"
The Association (Mass Market Paperback),Bentley Little,2001,3.89,5112,"Horror,Fiction,Thriller,Mystery,Suspense,Fantasy,Thriller,Adult,Fantasy,Fantasy"
Comes the Blind Fury (Paperback),John Saul,1980,3.97,7097,"Horror,Fiction,Thriller,Mystery,Suspense,Paranormal,Fantasy,Fantasy,Fantasy,Adult"
Camp Slaughter (Kindle Edition),Sergio   Gomez,2019,3.50,2018,"Horror,Thriller,Fiction,Adult,Holiday,Horror,Mystery,Suspense,Adult Fiction,Audiobook"
The Colorado Kid (Mass Market Paperback),Stephen King,2005,3.38,45208,"Mystery,Fiction,Horror,Mystery,Thriller,Thriller,Audiobook,Suspense,Adult,Mystery"
The Birds and Other Stories (ebook),Daphne du Maurier,1952,4.06,9546,"Short Stories,Horror,Classics,Fiction,Gothic,Mystery,Thriller,Suspense,Literature,European Literature"
"Nailbiter, Vol. 1: There Will Be Blood (Paperback)",Joshua Williamson,2014,4.04,5903,"Sequential Art,Sequential Art,Horror,Mystery,Fiction,Mystery,Graphic Novels Comics,Comics,Thriller,Adult"
"Fatale, Vol. 1: Death Chases Me (Paperback)",Ed Brubaker,2012,3.89,9168,"Sequential Art,Sequential Art,Horror,Mystery,Mystery,Fantasy,Graphic Novels Comics,Mystery,Fiction,Comics"
Breed (Hardcover),Chase Novak,2012,3.16,4140,"Horror,Fiction,Thriller,Mystery,Fantasy,Suspense,Science Fiction,Adult,Thriller,Adult Fiction"
"American Vampire, Vol. 2 (Hardcover)",Scott Snyder,2011,4.06,12250,"Sequential Art,Sequential Art,Horror,Paranormal,Fiction,Fantasy,Graphic Novels Comics,Comics,Historical,Fantasy"
"If There Be Thorns (Dollanganger, #3)",V.C. Andrews,1981,3.77,46880,"Fiction,Horror,Young Adult,Romance,Gothic,Thriller,Drama,Mystery,Suspense,Adult"
Infidel (Paperback),Pornsak Pichetshote,2018,3.87,2828,"Horror,Sequential Art,Sequential Art,Fiction,Graphic Novels Comics,Fantasy,Adult,Comics,Fantasy,Race"
The Sundial (Paperback),Shirley Jackson,1958,3.80,4764,"Horror,Fiction,Classics,Gothic,Humor,Literature,Literature,Literature,Novels,Mystery"
The Transition of H. P. Lovecraft: The Road to Madness (Paperback),H.P. Lovecraft,1996,4.31,9791,"Horror,Fiction,Short Stories,Fantasy,Classics,Horror,Fantasy,Anthologies,Science Fiction,Lovecraftian"
"Magic Cottage, Das Haus auf dem Land (Paperback)",James Herbert,1986,3.87,6708,"Horror,Fiction,Fantasy,Fantasy,Thriller,Mystery,Fantasy,Fantasy,European Literature,Paranormal"
"The Isle of Blood (The Monstrumologist, #3)",Rick Yancey,2011,4.23,4961,"Horror,Young Adult,Fantasy,Historical,Fantasy,Fiction,Mystery,Historical,Adventure,Fantasy"
"Contagious (Infected, #2)",Scott Sigler,2008,4.12,10505,"Horror,Science Fiction,Fiction,Thriller,Audiobook,Horror,Science Fiction,Science Fiction Fantasy,Science Fiction,Fantasy"
"The Cabinet of Curiosities (Pendergast, #3; Nora Kelly, #0.5)",Douglas Preston,2002,4.26,46647,"Mystery,Thriller,Fiction,Horror,Thriller,Suspense,Mystery,Adventure,Audiobook,Mystery"
Motherthing (Paperback),Ainslie Hogarth,2022,3.75,2065,"Horror,Fiction,Adult,Thriller,Contemporary,Humor,Mystery,Fantasy,Paranormal,Thriller"
"New Moon (The Twilight Saga, #2)",Stephenie Meyer,2006,3.58,1752479,"Young Adult,Fantasy,Romance,Paranormal,Fiction,Fantasy,Romance,Fantasy,Shapeshifters,Fantasy"
Living Dead Girl (Hardcover),Elizabeth Scott,2008,3.80,30044,"Young Adult,Contemporary,Horror,Fiction,Realistic Fiction,Sociology,Young Adult,Dark,Thriller,Mystery"
Such a Pretty Smile (Hardcover),Kristi DeMeester,2022,3.39,2471,"Horror,Thriller,Fiction,Mystery,Feminism,Adult,Thriller,Fantasy,Contemporary,Fantasy"
A Dark Matter (Hardcover),Peter Straub,2010,2.97,4401,"Horror,Fiction,Mystery,Thriller,Fantasy,Fantasy,Suspense,Fantasy,Audiobook,Occult"
Black Mad Wheel (Kindle Edition),Josh Malerman,2017,3.28,4952,"Horror,Fiction,Thriller,Science Fiction,Fantasy,Historical,Mystery,Audiobook,Adult,Thriller"
The Voice of the Night (Mass Market Paperback),Dean Koontz,1980,3.96,19243,"Horror,Fiction,Thriller,Suspense,Mystery,Thriller,Adult Fiction,Young Adult,Adult,Mystery"
Dweller (Paperback),Jeff Strand,2010,3.99,2916,"Horror,Fantasy,Fiction,Folklore,Fantasy,Thriller,Fantasy,Young Adult,Humor,Suspense"
The Conqueror Worms (Paperback),Brian Keene,2005,3.89,4205,"Horror,Fiction,Apocalyptic,Science Fiction,Science Fiction,Folklore,Horror,Thriller,Fantasy,Horror"
The Illustrated Man (Paperback),Ray Bradbury,1951,4.13,90617,"Science Fiction,Short Stories,Fiction,Classics,Fantasy,Horror,Science Fiction Fantasy,Literature,Anthologies,Speculative Fiction"
"March to War (The Walking Dead, #19)",Robert Kirkman,2013,4.22,9848,"Sequential Art,Sequential Art,Horror,Horror,Fiction,Graphic Novels Comics,Apocalyptic,Comics,Science Fiction,Fantasy"
"The Wolf Gift (The Wolf Gift Chronicles, #1)",Anne Rice,2012,3.56,27058,"Fantasy,Horror,Fiction,Fantasy,Shapeshifters,Fantasy,Fantasy,Romance,Adult,Audiobook"
Dracula the Un-Dead (Hardcover),Dacre Stoker,2009,3.14,6028,"Horror,Paranormal,Fiction,Fantasy,Historical,Fantasy,Gothic,Fantasy,Thriller,Historical"
Starve Acre (Hardcover),Andrew Michael Hurley,2019,3.77,5351,"Horror,Fiction,Gothic,Mystery,Contemporary,Fantasy,Adult,Fantasy,Fantasy,Folklore"
The Pilo Family Circus (Paperback),Will Elliott,2006,3.82,3545,"Horror,Fantasy,Fiction,Thriller,Horror,Fantasy,Fantasy,Novels,Adult Fiction,Fantasy"
"Dead to the World (Sookie Stackhouse, #4)",Charlaine Harris,2004,4.12,252651,"Fantasy,Paranormal,Fantasy,Fantasy,Romance,Fiction,Mystery,Romance,Fantasy,Adult"
The Mysteries of Udolpho (Paperback),Ann Radcliffe,1794,3.40,14555,"Classics,Gothic,Fiction,Horror,Mystery,Romance,Literature,Historical,Literature,Novels"
"Slawter (The Demonata, #3)",Darren Shan,2006,4.17,14020,"Horror,Fantasy,Young Adult,Fiction,Paranormal,Fantasy,Fantasy,Fantasy,Childrens,Adventure"
"Hunters of the Dusk (Cirque Du Freak, #7)",Darren Shan,2002,4.17,26435,"Fantasy,Young Adult,Horror,Paranormal,Fiction,Fantasy,Fantasy,Adventure,Fantasy,Childrens"
"The Suffering (The Girl from the Well, #2)",Rin Chupeco,2015,4.15,3662,"Horror,Young Adult,Fantasy,Paranormal,Fantasy,Fiction,Fantasy,Mystery,Audiobook,Cultural"
Such Sharp Teeth (Hardcover),Rachel   Harrison,2022,3.99,2485,"Horror,Fantasy,Fantasy,Fiction,Romance,Shapeshifters,Adult,Fantasy,Holiday,Audiobook"
Shattered (Mass Market Paperback),Dean Koontz,1973,3.91,21185,"Horror,Fiction,Thriller,Suspense,Mystery,Thriller,Contemporary,Modern,Literary Fiction,Adult"
"Autumn (Autumn, #1)",David Moody,2001,3.67,6694,"Horror,Horror,Fiction,Apocalyptic,Science Fiction,Science Fiction,Science Fiction,Fantasy,Adventure,Adult"
Daphne (Hardcover),Josh Malerman,2022,3.48,1620,"Horror,Fiction,Thriller,Fantasy,Adult,Audiobook,Mystery,Paranormal,Young Adult,Fantasy"
"The Silver Eyes (Five Nights at Freddy's, #1)",Scott Cawthon,2016,4.16,14188,"Horror,Young Adult,Mystery,Fiction,Thriller,Fantasy,Fantasy,Games,Audiobook,Fantasy"
A God in the Shed (A God in the Shed #1),J.-F. Dubeau,2017,3.50,2520,"Horror,Fiction,Mystery,Fantasy,Thriller,Fantasy,Thriller,Gothic,Adult,Fantasy"
"Bunnicula (Bunnicula, #1)",Deborah Howe,1979,3.87,66322,"Childrens,Fiction,Fantasy,Horror,Mystery,Childrens,Animals,Humor,Young Adult,Paranormal"
Second Child (Paperback),John Saul,1990,3.92,7673,"Horror,Fiction,Thriller,Mystery,Suspense,Fantasy,Adult,Fantasy,Fantasy,Thriller"
Sign Here (Hardcover),Claudia  Lux,2022,3.91,10892,"Horror,Fantasy,Fiction,Mystery,Thriller,Adult,Humor,Fantasy,Thriller,Audiobook"
Missing,Missing,0,0,0,",,,,,"
Missing,Missing,0,0,0,
Gallows Hill (Paperback),Darcy Coates,2022,4.04,2921,"Horror,Gothic,Fantasy,Fiction,Thriller,Mystery,Adult,Holiday,Fantasy,Thriller"
"Not Even Bones (Market of Monsters, #1)",Rebecca Schaeffer,2018,4.16,10708,"Fantasy,Young Adult,Horror,Fantasy,Fantasy,Fiction,Thriller,Fantasy,Young Adult,Dark"
The Lost (Paperback),Jack Ketchum,2001,3.78,3747,"Horror,Fiction,Thriller,Mystery,Mystery,Suspense,Novels,Horror,Dark,Gothic"
The Gathering Dark: An Anthology of Folk Horror (Hardcover),Tori Bovalino,2022,3.65,962,"Horror,Short Stories,Young Adult,Anthologies,Fantasy,Fiction,LGBT,Fantasy,Gothic,Young Adult"
"Endurance (Afraid, #3)",Jack Kilborn,2010,3.93,5486,"Horror,Thriller,Fiction,Suspense,Horror,Mystery,Adult,Audiobook,Dark,Thriller"
Child of God (Paperback),Cormac McCarthy,1973,3.84,38718,"Fiction,Horror,Gothic,Novels,Literature,Literature,Mystery,Gothic,Literary Fiction,American"
"Nocturnes (Nocturnes, #1)",John Connolly,2004,3.92,5517,"Horror,Short Stories,Fantasy,Fiction,Mystery,Fantasy,Thriller,Anthologies,Fantasy,Mystery"
"Parasite (Parasitology, #1)",Mira Grant,2013,3.67,16225,"Horror,Science Fiction,Fiction,Adult,Audiobook,Thriller,Mystery,Medical,Science Fiction Fantasy,Science Fiction"
Secret Santa (Paperback),Andrew Shaffer,2020,3.51,2691,"Horror,Holiday,Fiction,Holiday,Humor,Fantasy,Fantasy,Adult,Mystery,Thriller"
Crossroads (Paperback),Laurel Hightower,2020,4.11,1763,"Horror,Novella,Fiction,Adult,Thriller,Fantasy,Audiobook,Paranormal,Fantasy,Mystery"
Hangsaman (Mass Market Paperback),Shirley Jackson,1951,3.77,6530,"Horror,Fiction,Classics,Gothic,Literature,Mystery,Novels,Literary Fiction,Literature,Adult"
"Allies of the Night (Cirque du Freak, #8)",Darren Shan,2002,4.19,25421,"Fantasy,Young Adult,Horror,Paranormal,Fiction,Fantasy,Fantasy,Adventure,Fantasy,Childrens"
Run (Kindle Edition),Blake Crouch,2011,3.86,14072,"Horror,Thriller,Fiction,Suspense,Apocalyptic,Mystery,Science Fiction,Science Fiction,Science Fiction,Thriller"
The Rust Maidens (Paperback),Gwendolyn Kiste,2018,3.73,1531,"Horror,Fantasy,Fiction,Historical,Adult,Gothic,Audiobook,Historical,Fantasy,Fantasy"
Blanky (Kindle Edition),Kealan Patrick Burke,2017,3.81,2363,"Horror,Novella,Short Stories,Fiction,Thriller,Adult,Fantasy,Thriller,Fantasy,Horror"
Beautiful Darkness (Hardcover),Fabien Vehlmann,2009,3.87,9417,"Sequential Art,Fantasy,Sequential Art,Horror,Fiction,Graphic Novels Comics,Adult,Fantasy,Dark,Comics"
"The Flood (Blackwater, #1)",Michael McDowell,1983,3.97,4970,"Horror,Fiction,Fantasy,Historical,Gothic,Gothic,Mystery,Fantasy,Audiobook,Roman"
Melmoth the Wanderer (Paperback),Charles Maturin,1820,3.71,4801,"Classics,Gothic,Horror,Fiction,Literature,Literature,Fantasy,Cultural,European Literature,Horror"
"The World of Lore: Monstrous Creatures (The World of Lore, #1)",Aaron Mahnke,2017,3.94,5549,"Nonfiction,Horror,History,Fantasy,Fantasy,Folklore,Audiobook,Short Stories,Mystery,Fantasy"
In the Dark (Paperback),Richard Laymon,1994,3.86,4640,"Horror,Thriller,Fiction,Horror,Mystery,Adult,Thriller,Novels,Fantasy,Fantasy"
The Tomb and Other Tales (Paperback),H.P. Lovecraft,1965,4.22,7211,"Horror,Short Stories,Fiction,Fantasy,Classics,Horror,Lovecraftian,Fantasy,Science Fiction,Anthologies"
Moon of the Crusted Snow (Paperback),Waubgeshig Rice,2018,3.88,15609,"Fiction,Horror,Science Fiction,Science Fiction,Cultural,Apocalyptic,Audiobook,Adult,Thriller,Science Fiction"
"The Girl Who Cried Monster (Goosebumps, #8)",R.L. Stine,1993,3.52,7792,"Horror,Fiction,Childrens,Young Adult,Childrens,Fantasy,Mystery,Thriller,Fantasy,Fantasy"
"My Sweet Audrina (Audrina, #1)",V.C. Andrews,1982,3.87,26354,"Fiction,Horror,Young Adult,Gothic,Mystery,Romance,Thriller,Drama,Adult,Suspense"
The Haunted Forest Tour (Kindle Edition),James A. Moore,2007,3.82,3209,"Horror,Fantasy,Fiction,Holiday,Folklore,Fantasy,Humor,Fantasy,Thriller,Audiobook"
The Case Against Satan (Paperback),Ray Russell,1962,3.68,1613,"Horror,Fiction,Classics,Gothic,Religion,Adult,Novels,Fantasy,Literature,Thriller"
"Be Careful What You Wish For... (Goosebumps, #12)",R.L. Stine,1993,3.67,10977,"Horror,Fiction,Childrens,Young Adult,Childrens,Fantasy,Mystery,Fantasy,Thriller,Childrens"
The Watchers (Hardcover),A.M. Shine,2021,4.06,4420,"Horror,Fantasy,Fiction,Thriller,Mystery,Adult,Fantasy,Audiobook,Fantasy,Thriller"
Leave the World Behind (Hardcover),Rumaan Alam,2020,3.20,110863,"Fiction,Thriller,Mystery,Audiobook,Horror,Thriller,Contemporary,Literary Fiction,Adult,Suspense"
Tales of the Cthulhu Mythos (Paperback),Jim Turner,1990,4.21,4683,"Horror,Fiction,Short Stories,Fantasy,Anthologies,Science Fiction,Lovecraftian,Classics,Horror,Fantasy"
No Exit (Kindle Edition),Taylor  Adams,2018,4.03,110500,"Thriller,Thriller,Mystery,Fiction,Horror,Adult,Suspense,Mystery,Audiobook,Contemporary"
"Red Queen (The Chronicles of Alice, #2)",Christina Henry,2016,3.83,12112,"Fantasy,Horror,Retellings,Fiction,Adult,Fantasy,Fantasy,Young Adult,Dark,Romance"
City of the Dead (The Rising #2),Brian Keene,2005,3.89,6015,"Horror,Horror,Science Fiction,Fiction,Apocalyptic,Thriller,Science Fiction,Novels,Fantasy,Adventure"
"Trapped (Afraid, #2)",Jack Kilborn,2010,3.87,5452,"Horror,Thriller,Fiction,Mystery,Suspense,Audiobook,Fantasy,Fantasy,Science Fiction,Thriller"
"The Walking Dead, Book Two (Hardcover)",Robert Kirkman,2005,4.34,14364,"Sequential Art,Sequential Art,Horror,Horror,Fiction,Graphic Novels Comics,Apocalyptic,Comics,Science Fiction,Science Fiction"
"The Umbrella Conspiracy (Resident Evil, #1)",S.D. Perry,1998,3.92,7093,"Horror,Horror,Fiction,Science Fiction,Games,Fantasy,Thriller,Novels,Action,Sports and Games"
The Sentinel (Mass Market Paperback),Jeffrey Konvitz,1974,3.85,7229,"Horror,Fiction,Mystery,Fantasy,Thriller,Suspense,Classics,Fantasy,Novels,Fantasy"
Mr. Splitfoot (Hardcover),Samantha Hunt,2016,3.65,7209,"Fiction,Horror,Fantasy,Gothic,Magical Realism,Mystery,Paranormal,Fantasy,Novels,Adult Fiction"
Urban Gothic (Paperback),Brian Keene,2009,3.74,3390,"Horror,Fiction,Horror,Gothic,Thriller,Adventure,Adult,Fantasy,Novels,Horror"
Ghost Eaters (Hardcover),Clay McLeod Chapman,2022,3.45,1897,"Horror,Fiction,Fantasy,Paranormal,Gothic,Mystery,Adult,Thriller,Holiday,Audiobook"
"All Out War Part 1 (The Walking Dead, #20)",Robert Kirkman,2014,4.21,9371,"Sequential Art,Sequential Art,Horror,Horror,Fiction,Graphic Novels Comics,Apocalyptic,Comics,Science Fiction,Fantasy"
Rotters (Hardcover),Daniel Kraus,2011,3.65,3493,"Horror,Young Adult,Fiction,Audiobook,Young Adult,Realistic Fiction,Death,Mystery,Contemporary,Young Adult"
One Door Away from Heaven (Mass Market Paperback),Dean Koontz,2001,3.99,21768,"Horror,Fiction,Mystery,Science Fiction,Fantasy,Thriller,Fantasy,Thriller,Fantasy,Literary Fiction"
"Winter Tide (The Innsmouth Legacy, #1)",Ruthanna Emrys,2017,3.74,3165,"Fantasy,Horror,Fiction,Historical,Horror,Historical,Science Fiction,Fantasy,Audiobook,Science Fiction Fantasy"
The Haunting of Blackwood House (Paperback),Darcy Coates,2015,3.86,7578,"Horror,Fantasy,Paranormal,Fiction,Mystery,Fantasy,Thriller,Gothic,Adult,Horror"
The Haunting of Gillespie House (Kindle Edition),Darcy Coates,2015,3.66,6304,"Horror,Fantasy,Fiction,Paranormal,Mystery,Fantasy,Gothic,Thriller,Fantasy,Horror"
"The Hollow Boy (Lockwood & Co., #3)",Jonathan Stroud,2015,4.38,17027,"Fantasy,Young Adult,Horror,Mystery,Fantasy,Childrens,Paranormal,Fiction,Adventure,Fantasy"
The Beast House (Paperback),Richard Laymon,1984,3.80,4467,"Horror,Fiction,Horror,Thriller,Mystery,Adult,Folklore,Suspense,Fantasy,Pulp"
Red Moon (Hardcover),Benjamin Percy,2013,3.36,5808,"Horror,Fantasy,Fiction,Shapeshifters,Fantasy,Thriller,Fantasy,Science Fiction,Fantasy,Science Fiction Fantasy"
Cows (Paperback),Matthew Stokoe,1998,3.10,4787,"Horror,Fiction,Horror,Horror,Dark,Thriller,Adult,Literature,Novels,European Literature"
Missing,Missing,0,0,0,
Missing,Missing,0,0,0,",,,,,"
"Dead Man's Song (Pine Deep, #2)",Jonathan Maberry,2007,4.09,3691,"Horror,Paranormal,Fiction,Fantasy,Thriller,Shapeshifters,Fantasy,Fantasy,Audiobook,Horror"
"Books of Blood, Volumes Four to Six (Books of Blood, #4-6)",Clive Barker,1985,4.29,4002,"Horror,Short Stories,Fiction,Fantasy,Anthologies,Anthologies,Fantasy,Classics,Novels,Fantasy"
"Deadspawn (Necroscope, #5)",Brian Lumley,1991,4.14,4565,"Horror,Paranormal,Fantasy,Fiction,Fantasy,Science Fiction,Fantasy,Thriller,Fantasy,Science Fiction Fantasy"
Verity (Paperback),Colleen Hoover,2018,4.40,1384591,"Thriller,Romance,Mystery,Fiction,Thriller,Contemporary,Suspense,Adult,Audiobook,Dark"
Blue World (Mass Market Paperback),Robert McCammon,1989,3.96,5200,"Horror,Short Stories,Fiction,Fantasy,Anthologies,Fantasy,Thriller,Suspense,Anthologies,Holiday"
The Wine-Dark Sea (Paperback),Robert Aickman,1988,4.10,1705,"Horror,Short Stories,Fiction,Fantasy,Gothic,Fantasy,Classics,Horror,Speculative Fiction,Short Stories"
Crota (Mass Market Paperback),Owl Goingback,1996,3.83,1036,"Horror,Fiction,Fantasy,Mystery,Thriller,Holiday,Fantasy,Fantasy,Folklore,Thriller"
"Deathless Divide (Dread Nation, #2)",Justina Ireland,2020,4.16,9761,"Young Adult,Historical,Fantasy,Horror,Horror,Historical,Fiction,Audiobook,LGBT,Science Fiction"
"Bad Moon Rising (Pine Deep, #3)",Jonathan Maberry,2008,4.17,4094,"Horror,Fiction,Paranormal,Shapeshifters,Fantasy,Thriller,Horror,Fantasy,Fantasy,Holiday"
"Long Lankin (Long Lankin, #1)",Lindsey Barraclough,2011,3.73,3210,"Horror,Young Adult,Mystery,Fantasy,Historical,Fantasy,Gothic,Fiction,Paranormal,Fantasy"
The Vision (Paperback),Dean Koontz,1977,3.84,15049,"Horror,Fiction,Thriller,Mystery,Suspense,Fantasy,Fantasy,Thriller,Fantasy,Mystery"
Lost Souls (Dean Koontz's Frankenstein #4),Dean Koontz,2010,3.92,13190,"Horror,Fiction,Thriller,Fantasy,Science Fiction,Mystery,Suspense,Horror,Fantasy,Thriller"
"The Road to Woodbury (The Walking Dead: Novels, #2)",Robert Kirkman,2012,3.70,10461,"Horror,Horror,Fiction,Apocalyptic,Fantasy,Science Fiction,Thriller,Science Fiction,Science Fiction,Audiobook"
Violin (Paperback),Anne Rice,1997,3.32,18770,"Fiction,Horror,Fantasy,Fantasy,Paranormal,Fantasy,Historical,Gothic,Music,Paranormal"
"Blackwater: The Complete Caskey Family Saga (Blackwater, #1-6)",Michael McDowell,1983,4.39,3440,"Horror,Fiction,Gothic,Historical,Gothic,Audiobook,Fantasy,Fantasy,Historical,Mystery"
"Every Heart a Doorway (Wayward Children, #1)",Seanan McGuire,2016,3.82,95050,"Fantasy,Young Adult,Fiction,Mystery,LGBT,Audiobook,Novella,Fantasy,LGBT,Magical Realism"
The House (Mass Market Paperback),Bentley Little,1997,3.69,3984,"Horror,Fiction,Fantasy,Fantasy,Thriller,Fantasy,Suspense,Audiobook,Paranormal,Mystery"
Where They Wait (Hardcover),Scott  Carson,2021,3.61,2759,"Horror,Thriller,Fiction,Mystery,Adult,Audiobook,Suspense,Thriller,Fantasy,Fantasy"
We Spread (Hardcover),Iain Reid,2022,3.88,3564,"Horror,Fiction,Thriller,Thriller,Mystery,Contemporary,Adult,Suspense,Audiobook,Literary Fiction"
The Women in the Walls (Hardcover),Amy Lukavics,2016,3.23,2585,"Horror,Young Adult,Fantasy,Mystery,Fiction,Fantasy,Fantasy,Thriller,Gothic,Young Adult"
"Dead as a Doornail (Sookie Stackhouse, #5)",Charlaine Harris,2005,4.00,211763,"Fantasy,Paranormal,Fantasy,Fantasy,Fiction,Romance,Mystery,Romance,Fantasy,Adult"
Extasia (Hardcover),Claire Legrand,2022,3.54,1579,"Horror,Fantasy,Young Adult,LGBT,LGBT,Fantasy,Paranormal,LGBT,Fiction,Thriller"
To Be Devoured (Kindle Edition),Sara Tantlinger,2019,3.91,1579,"Horror,Novella,LGBT,Short Stories,LGBT,Fiction,Adult,Dark,Thriller,Contemporary"
Intercepts (Kindle Edition),T.J. Payne,2019,4.11,5160,"Horror,Science Fiction,Thriller,Fiction,Mystery,Adult,Suspense,Novels,Fantasy,Audiobook"
The Shadow Out of Time (Paperback),H.P. Lovecraft,1936,3.89,4290,"Horror,Science Fiction,Fiction,Horror,Short Stories,Classics,Fantasy,Fantasy,Science Fiction,Mystery"
"Killers of the Dawn (Cirque Du Freak, #9)",Darren Shan,2003,4.22,24830,"Fantasy,Young Adult,Horror,Paranormal,Fiction,Fantasy,Fantasy,Adventure,Fantasy,Childrens"
Security (Hardcover),Gina Wohlsdorf,2016,3.28,3467,"Horror,Thriller,Fiction,Mystery,Thriller,Suspense,Adult,Mystery,Audiobook,Adult Fiction"
The Lovely Bones (Mass Market Paperback),Alice Sebold,2002,3.84,2225771,"Fiction,Mystery,Young Adult,Contemporary,Fantasy,Mystery,Thriller,Adult,Adult Fiction,Drama"
